CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
17048,121,2,760.4,1,4,4,144,At-Risk
17049,53,3,1581.8,3,4,5,345,Loyal Customers
17050,26,5,2660.59,4,5,5,455,Loyal Customers
17051,33,1,247.14,4,2,2,422,Potential Loyalists
17054,46,3,918.82,3,4,4,344,Loyal Customers
17058,38,2,819.66,3,4,4,344,Loyal Customers
17059,36,2,788.31,4,4,4,444,Loyal Customers
17060,105,1,234.24,2,2,2,222,Hibernating
17061,7,8,3922.13,5,5,5,555,Champions
17062,152,1,102.64,1,2,1,121,Hibernating
17063,2,4,671.87,5,5,4,554,Champions
17064,21,2,461.3,4,4,3,443,Loyal Customers
17068,28,9,2351.4,4,5,5,455,Loyal Customers
17069,65,2,489.87,2,4,3,243,At-Risk
17071,26,4,1044.02,4,5,4,454,Loyal Customers
17075,92,3,696.07,2,4,4,244,At-Risk
17076,112,1,182.7,1,2,1,121,Hibernating
17080,108,1,76.32,1,2,1,121,Hibernating
17082,157,1,636.94,1,2,3,123,Hibernating
17083,134,2,996.02,1,4,4,144,At-Risk
17085,89,2,478.46,2,4,3,243,At-Risk
17088,21,2,1399.11,4,4,5,445,Loyal Customers
17090,66,2,587.85,2,4,3,243,At-Risk
17091,24,4,1700.96,4,5,5,455,Loyal Customers
17092,116,1,134.9,1,2,1,121,Hibernating
17094,161,1,302.0,1,2,2,122,Hibernating
17095,138,2,543.96,1,4,3,143,At-Risk
17096,100,1,133.49,2,2,1,221,Hibernating
17097,163,1,112.92,1,2,1,121,Hibernating
17101,17,1,230.58,4,2,2,422,Potential Loyalists
17102,100,1,25.5,2,2,1,221,Hibernating
17105,145,1,319.4,1,2,2,122,Hibernating
17107,47,2,4118.81,3,4,5,345,Loyal Customers
17109,71,2,464.59,2,4,3,243,At-Risk
17110,4,1,163.3,5,2,1,521,Potential Loyalists
17114,5,5,491.59,5,5,3,553,Champions
17115,21,2,612.82,4,4,3,443,Loyal Customers
17117,127,1,116.2,1,2,1,121,Hibernating
17118,156,1,157.02,1,2,1,121,Hibernating
17120,72,1,307.46,2,2,2,222,Hibernating
17124,24,1,298.89,4,2,2,422,Potential Loyalists
17126,138,1,302.67,1,2,2,122,Hibernating
17128,173,1,157.09,1,2,1,121,Hibernating
17133,29,3,2478.79,4,4,5,445,Loyal Customers
17134,103,1,330.5,2,2,2,222,Hibernating
17135,128,1,284.97,1,2,2,122,Hibernating
17138,114,1,380.5,1,2,3,123,Hibernating
17139,14,6,5594.87,5,5,5,555,Champions
17140,86,1,465.32,2,2,3,223,Hibernating
17142,78,1,579.0,2,2,3,223,Hibernating
17146,102,1,265.63,2,2,2,222,Hibernating
17147,45,2,973.11,3,4,4,344,Loyal Customers
17152,33,3,1689.5,4,4,5,445,Loyal Customers
17155,16,1,143.3,5,2,1,521,Potential Loyalists
17157,15,1,161.46,5,2,1,521,Potential Loyalists
17158,71,1,284.76,2,2,2,222,Hibernating
17159,10,1,528.45,5,2,3,523,Potential Loyalists
17160,64,2,1205.07,2,4,4,244,At-Risk
17162,29,8,1165.28,4,5,4,454,Loyal Customers
17164,51,2,943.22,3,4,4,344,Loyal Customers
17165,123,1,158.68,1,2,1,121,Hibernating
17166,42,1,127.59,3,2,1,321,About to Sleep
17169,22,1,308.68,4,2,2,422,Potential Loyalists
17171,128,1,224.91,1,2,2,122,Hibernating
17174,56,1,59.9,3,2,1,321,About to Sleep
17175,19,2,821.7,4,4,4,444,Loyal Customers
17176,40,1,306.13,3,2,2,322,About to Sleep
17179,17,2,468.79,4,4,3,443,Loyal Customers
17180,80,3,564.86,2,4,3,243,At-Risk
17187,65,1,203.95,2,2,1,221,Hibernating
17188,3,4,1301.45,5,5,4,554,Champions
17190,46,1,195.0,3,2,1,321,About to Sleep
17191,30,2,665.59,4,4,3,443,Loyal Customers
17193,15,2,448.56,5,4,3,543,Champions
17194,112,1,10.0,1,2,1,121,Hibernating
17204,14,4,1564.56,5,5,5,555,Champions
17211,19,3,685.18,4,4,4,444,Loyal Customers
17212,92,1,226.85,2,2,2,222,Hibernating
17213,155,1,321.1,1,2,2,122,Hibernating
17214,88,3,442.62,2,4,3,243,At-Risk
17217,73,1,113.5,2,2,1,221,Hibernating
17218,53,2,342.3,3,4,2,342,Loyal Customers
17220,45,4,1147.28,3,5,4,354,Loyal Customers
17223,149,1,133.95,1,2,1,121,Hibernating
17226,147,1,393.49,1,2,3,123,Hibernating
17227,11,2,331.5,5,4,2,542,Champions
17228,46,2,331.63,3,4,2,342,Loyal Customers
17230,103,2,878.4,2,4,4,244,At-Risk
17231,29,5,1501.44,4,5,5,455,Loyal Customers
17234,21,1,149.89,4,2,1,421,Potential Loyalists
17236,18,4,571.45,4,5,3,453,Loyal Customers
17238,23,7,1178.1,4,5,4,454,Loyal Customers
17239,151,1,382.5,1,2,3,123,Hibernating
17242,19,1,709.44,4,2,4,424,Potential Loyalists
17243,17,9,2442.05,4,5,5,455,Loyal Customers
17245,43,1,171.45,3,2,1,321,About to Sleep
17250,100,1,162.65,2,2,1,221,Hibernating
17252,25,1,341.96,4,2,2,422,Potential Loyalists
17255,138,1,112.46,1,2,1,121,Hibernating
17256,151,1,127.9,1,2,1,121,Hibernating
17262,66,3,686.5,2,4,4,244,At-Risk
17263,47,1,63.44,3,2,1,321,About to Sleep
17265,19,1,384.09,4,2,3,423,Potential Loyalists
17268,82,2,276.48,2,4,2,242,At-Risk
17272,38,2,1409.44,3,4,5,345,Loyal Customers
17277,66,2,1065.35,2,4,4,244,At-Risk
17278,80,1,246.04,2,2,2,222,Hibernating
17282,12,2,1016.41,5,4,4,544,Champions
17284,5,4,1221.17,5,5,4,554,Champions
17287,44,2,277.64,3,4,2,342,Loyal Customers
17288,46,4,530.14,3,5,3,353,Loyal Customers
17289,19,1,167.36,4,2,1,421,Potential Loyalists
17291,147,1,550.8,1,2,3,123,Hibernating
17293,147,1,123.21,1,2,1,121,Hibernating
17299,12,1,151.63,5,2,1,521,Potential Loyalists
17302,47,2,303.12,3,4,2,342,Loyal Customers
17306,14,10,4150.64,5,5,5,555,Champions
17311,155,1,556.46,1,2,3,123,Hibernating
17314,8,4,1304.05,5,5,4,554,Champions
17315,30,19,2793.48,4,5,5,455,Loyal Customers
17320,75,1,459.18,2,2,3,223,Hibernating
17323,5,3,432.74,5,4,3,543,Champions
17324,170,1,575.18,1,2,3,123,Hibernating
17325,119,1,96.8,1,2,1,121,Hibernating
17329,154,1,243.36,1,2,2,122,Hibernating
17334,141,2,307.02,1,4,2,142,At-Risk
17337,50,3,1994.92,3,4,5,345,Loyal Customers
17338,44,4,2875.65,3,5,5,355,Loyal Customers
17340,31,2,1442.42,4,4,5,445,Loyal Customers
17345,35,2,128.33,4,4,1,441,Loyal Customers
17346,17,5,864.35,4,5,4,454,Loyal Customers
17348,136,1,160.15,1,2,1,121,Hibernating
17349,18,1,110.75,4,3,1,431,Potential Loyalists
17351,8,2,427.3,5,4,3,543,Champions
17356,150,1,178.22,1,3,1,131,At-Risk
17358,142,1,119.15,1,3,1,131,At-Risk
17360,23,1,330.95,4,3,2,432,Potential Loyalists
17361,25,2,263.92,4,4,2,442,Loyal Customers
17362,78,2,312.23,2,4,2,242,At-Risk
17364,43,5,2101.85,3,5,5,355,Loyal Customers
17365,8,5,2371.01,5,5,5,555,Champions
17367,77,1,168.4,2,3,1,231,At-Risk
17368,12,5,1614.87,5,5,5,555,Champions
17370,8,1,110.7,5,3,1,531,Potential Loyalists
17372,5,4,690.35,5,5,4,554,Champions
17373,151,1,145.25,1,3,1,131,At-Risk
17374,57,2,495.77,3,4,3,343,Loyal Customers
17375,38,2,290.39,3,4,2,342,Loyal Customers
17376,150,1,105.85,1,3,1,131,At-Risk
17377,12,5,945.61,5,5,4,554,Champions
17381,18,15,10728.25,4,5,5,455,Loyal Customers
17384,58,1,227.65,3,3,2,332,Need Attention
17386,4,2,613.32,5,4,3,543,Champions
17388,50,2,763.2,3,4,4,344,Loyal Customers
17389,2,17,5838.8,5,5,5,555,Champions
17391,2,2,508.8,5,4,3,543,Champions
17392,145,1,145.5,1,3,1,131,At-Risk
17394,58,1,203.87,3,3,1,331,Need Attention
17398,49,2,528.45,3,4,3,343,Loyal Customers
17400,49,3,888.35,3,4,4,344,Loyal Customers
17402,5,4,702.34,5,5,4,554,Champions
17404,50,4,10019.32,3,5,5,355,Loyal Customers
17406,172,2,1498.32,1,4,5,145,At-Risk
17408,2,1,32.65,5,3,1,531,Potential Loyalists
17409,23,2,771.85,4,4,4,444,Loyal Customers
17410,54,1,302.4,3,3,2,332,Need Attention
17411,100,1,285.58,2,3,2,232,At-Risk
17412,35,2,262.06,4,4,2,442,Loyal Customers
17414,23,1,598.0,4,3,3,433,Potential Loyalists
17416,15,4,4385.75,5,5,5,555,Champions
17418,162,1,167.39,1,3,1,131,At-Risk
17419,88,5,1671.53,2,5,5,255,Cannot Lose Them
17420,10,1,260.66,5,3,2,532,Potential Loyalists
17422,19,3,1003.11,4,4,4,444,Loyal Customers
17423,56,1,449.42,3,3,3,333,Need Attention
17426,14,3,3279.23,5,4,5,545,Champions
17428,11,15,7716.69,5,5,5,555,Champions
17429,24,2,376.14,4,4,3,443,Loyal Customers
17431,152,1,403.3,1,3,3,133,At-Risk
17436,65,1,122.4,2,3,1,231,At-Risk
17438,92,1,388.45,2,3,3,233,At-Risk
17440,86,2,124.62,2,4,1,241,At-Risk
17442,3,3,1069.01,5,4,4,544,Champions
17443,58,1,534.24,3,3,3,333,Need Attention
17444,11,1,1171.46,5,3,4,534,Potential Loyalists
17446,15,2,120.9,5,4,1,541,Champions
17449,73,2,638.43,2,4,3,243,At-Risk
17450,15,13,59136.9,5,5,5,555,Champions
17454,31,3,351.68,4,4,2,442,Loyal Customers
17455,42,1,131.7,3,3,1,331,Need Attention
17457,43,4,1397.64,3,5,5,355,Loyal Customers
17460,64,3,392.28,2,4,3,243,At-Risk
17462,123,1,463.41,1,3,3,133,At-Risk
17463,15,3,1245.64,5,4,4,544,Champions
17469,43,1,305.36,3,3,2,332,Need Attention
17470,56,2,444.71,3,4,3,343,Loyal Customers
17472,30,3,710.29,4,4,4,444,Loyal Customers
17483,22,1,155.1,4,3,1,431,Potential Loyalists
17486,100,1,396.87,2,3,3,233,At-Risk
17489,51,1,208.56,3,3,2,332,Need Attention
17490,15,1,305.2,5,3,2,532,Potential Loyalists
17491,23,3,997.46,4,4,4,444,Loyal Customers
17492,87,1,374.57,2,3,3,233,At-Risk
17499,128,1,622.88,1,3,3,133,At-Risk
17501,59,2,288.6,3,4,2,342,Loyal Customers
17504,45,9,2997.03,3,5,5,355,Loyal Customers
17505,44,1,486.99,3,3,3,333,Need Attention
17507,100,2,605.58,2,4,3,243,At-Risk
17508,119,1,387.31,1,3,3,133,At-Risk
17511,16,13,33454.76,5,5,5,555,Champions
17512,39,6,1302.42,3,5,4,354,Loyal Customers
17515,45,3,571.37,3,4,3,343,Loyal Customers
17516,56,3,455.21,3,4,3,343,Loyal Customers
17517,147,1,153.94,1,3,1,131,At-Risk
17519,12,3,820.8,5,4,4,544,Champions
17521,38,1,159.56,3,3,1,331,Need Attention
17522,22,3,787.54,4,4,4,444,Loyal Customers
17526,129,1,634.2,1,3,3,133,At-Risk
17527,57,1,292.11,3,3,2,332,Need Attention
17530,45,5,1067.22,3,5,4,354,Loyal Customers
17531,29,1,296.7,4,3,2,432,Potential Loyalists
17535,119,1,164.4,1,3,1,131,At-Risk
17536,16,1,76.5,5,3,1,531,Potential Loyalists
17537,142,1,630.7,1,3,3,133,At-Risk
17540,155,1,268.8,1,3,2,132,At-Risk
17542,108,1,170.75,1,3,1,131,At-Risk
17548,72,1,103.3,2,3,1,231,At-Risk
17550,36,3,267.16,4,4,2,442,Loyal Customers
17555,173,1,195.45,1,3,1,131,At-Risk
17556,44,1,157.9,3,3,1,331,Need Attention
17560,43,2,486.05,3,4,3,343,Loyal Customers
17562,12,1,300.1,5,3,2,532,Potential Loyalists
17567,72,3,1356.02,2,4,5,245,At-Risk
17569,171,1,344.14,1,3,2,132,At-Risk
17571,116,2,359.95,1,4,3,143,At-Risk
17572,77,1,81.4,2,3,1,231,At-Risk
17574,81,1,185.65,2,3,1,231,At-Risk
17576,22,8,1437.89,4,5,5,455,Loyal Customers
17578,57,1,143.46,3,3,1,331,Need Attention
17579,18,1,164.41,4,3,1,431,Potential Loyalists
17580,91,2,168.87,2,4,1,241,At-Risk
17581,16,11,3956.71,5,5,5,555,Champions
17582,75,1,175.27,2,3,1,231,At-Risk
17585,9,3,813.52,5,4,4,544,Champions
17588,11,2,702.24,5,4,4,544,Champions
17589,26,2,1211.42,4,4,4,444,Loyal Customers
17591,42,4,1242.97,3,5,4,354,Loyal Customers
17593,5,1,852.84,5,3,4,534,Potential Loyalists
17594,93,1,315.0,2,3,2,232,At-Risk
17596,30,2,896.24,4,4,4,444,Loyal Customers
17597,52,1,2044.37,3,3,5,335,Need Attention
17601,78,1,116.01,2,3,1,231,At-Risk
17602,163,1,767.05,1,3,4,134,At-Risk
17604,56,2,309.36,3,4,2,342,Loyal Customers
17609,141,2,537.69,1,4,3,143,At-Risk
17611,8,6,1892.63,5,5,5,555,Champions
17612,53,2,665.75,3,4,4,344,Loyal Customers
17613,8,8,2835.36,5,5,5,555,Champions
17615,42,2,272.3,3,4,2,342,Loyal Customers
17616,12,2,244.8,5,4,2,542,Champions
17618,87,1,346.5,2,3,2,232,At-Risk
17619,151,1,218.52,1,3,2,132,At-Risk
17621,151,1,662.38,1,3,3,133,At-Risk
17624,57,1,400.3,3,3,3,333,Need Attention
17625,96,1,549.68,2,3,3,233,At-Risk
17629,10,3,476.48,5,4,3,543,Champions
17630,8,2,503.6,5,4,3,543,Champions
17631,71,1,302.55,2,3,2,232,At-Risk
17634,51,5,1814.67,3,5,5,355,Loyal Customers
17639,115,1,108.5,1,3,1,131,At-Risk
17642,15,1,395.3,5,3,3,533,Potential Loyalists
17644,17,4,954.32,4,5,4,454,Loyal Customers
17646,58,2,757.39,3,4,4,344,Loyal Customers
17648,31,3,1107.39,4,4,4,444,Loyal Customers
17651,8,2,705.0,5,4,4,544,Champions
17652,8,5,2349.43,5,5,5,555,Champions
17654,116,1,117.55,1,3,1,131,At-Risk
17655,49,3,926.6,3,4,4,344,Loyal Customers
17658,50,1,317.6,3,3,2,332,Need Attention
17659,8,4,782.92,5,5,4,554,Champions
17663,37,3,790.81,4,4,4,444,Loyal Customers
17664,51,1,326.19,3,3,2,332,Need Attention
17667,50,3,1356.67,3,4,5,345,Loyal Customers
17669,9,4,2064.72,5,5,5,555,Champions
17670,66,1,205.7,2,3,1,231,At-Risk
17671,50,1,392.55,3,3,3,333,Need Attention
17672,148,1,1177.84,1,3,4,134,At-Risk
17673,1,4,1209.77,5,5,4,554,Champions
17675,1,13,7765.3,5,5,5,555,Champions
17677,14,10,5721.74,5,5,5,555,Champions
17678,102,1,298.11,2,3,2,232,At-Risk
17682,31,2,715.91,4,4,4,444,Loyal Customers
17685,105,3,1049.7,2,4,4,244,At-Risk
17686,39,4,3036.75,3,5,5,355,Loyal Customers
17690,25,6,2376.03,4,5,5,455,Loyal Customers
17692,65,2,280.2,2,4,2,242,At-Risk
17695,10,1,353.6,5,3,2,532,Potential Loyalists
17696,24,2,661.99,4,4,3,443,Loyal Customers
17697,75,1,338.95,2,3,2,232,At-Risk
17698,99,1,154.95,2,3,1,231,At-Risk
17700,52,2,1125.57,3,4,4,344,Loyal Customers
17701,91,1,417.95,2,3,3,233,At-Risk
17702,2,2,775.13,5,4,4,544,Champions
17704,7,2,885.19,5,4,4,544,Champions
17705,54,3,357.3,3,4,2,342,Loyal Customers
17706,1,3,3375.61,5,4,5,545,Champions
17707,24,2,152.4,4,4,1,441,Loyal Customers
17708,26,2,267.08,4,4,2,442,Loyal Customers
17709,8,1,137.45,5,3,1,531,Potential Loyalists
17711,128,1,220.53,1,3,2,132,At-Risk
17714,159,1,153.0,1,3,1,131,At-Risk
17715,39,1,326.4,3,3,2,332,Need Attention
17716,16,3,2626.94,5,4,5,545,Champions
17718,71,1,139.35,2,3,1,231,At-Risk
17719,18,6,2282.86,4,5,5,455,Loyal Customers
17720,64,1,430.38,2,3,3,233,At-Risk
17722,28,2,1190.74,4,4,4,444,Loyal Customers
17723,11,4,1823.9,5,5,5,555,Champions
17725,18,5,1580.11,4,5,5,455,Loyal Customers
17730,2,6,2373.61,5,5,5,555,Champions
17731,22,2,662.57,4,4,3,443,Loyal Customers
17733,100,1,216.95,2,3,2,232,At-Risk
17734,72,1,112.98,2,3,1,231,At-Risk
17735,4,10,6368.44,5,5,5,555,Champions
17738,121,1,779.92,1,3,4,134,At-Risk
17739,35,2,710.71,4,4,4,444,Loyal Customers
17742,171,1,302.57,1,3,2,132,At-Risk
17744,89,3,911.44,2,4,4,244,At-Risk
17746,79,1,110.25,2,3,1,231,At-Risk
17749,17,2,674.52,4,4,4,444,Loyal Customers
17750,3,1,323.0,5,3,2,532,Potential Loyalists
17754,99,1,264.24,2,3,2,232,At-Risk
17757,2,13,2242.16,5,5,5,555,Champions
17758,47,3,1054.83,3,4,4,344,Loyal Customers
17759,8,2,167.15,5,4,1,541,Champions
17763,102,1,15.0,2,3,1,231,At-Risk
17764,50,1,261.97,3,3,2,332,Need Attention
17765,49,2,262.55,3,4,2,342,Loyal Customers
17768,5,1,411.33,5,3,3,533,Potential Loyalists
17769,12,3,1508.88,5,5,5,555,Champions
17770,37,5,1143.27,4,5,4,454,Loyal Customers
17771,162,1,115.8,1,3,1,131,At-Risk
17774,88,2,594.99,2,4,3,243,At-Risk
17775,93,1,56.4,2,3,1,231,At-Risk
17781,92,1,102.0,2,3,1,231,At-Risk
17783,86,1,112.41,2,3,1,231,At-Risk
17786,156,1,114.85,1,3,1,131,At-Risk
17787,143,2,979.89,1,4,4,144,At-Risk
17789,120,1,225.9,1,3,2,132,At-Risk
17790,37,4,497.46,4,5,3,453,Loyal Customers
17795,18,2,350.39,4,4,2,442,Loyal Customers
17796,152,2,507.35,1,4,3,143,At-Risk
17797,21,1,272.41,4,3,2,432,Potential Loyalists
17799,2,7,1920.78,5,5,5,555,Champions
17800,56,3,354.85,3,5,2,352,Loyal Customers
17802,19,1,532.22,4,3,3,433,Potential Loyalists
17809,11,4,1489.2,5,5,5,555,Champions
17811,5,19,4190.29,5,5,5,555,Champions
17816,108,1,5.1,1,3,1,131,At-Risk
17817,116,2,269.7,1,4,2,142,At-Risk
17819,21,4,2488.35,4,5,5,455,Loyal Customers
17827,81,1,312.01,2,3,2,232,At-Risk
17828,9,2,863.16,5,4,4,544,Champions
17829,137,1,889.24,1,3,4,134,At-Risk
17830,100,2,287.65,2,4,2,242,At-Risk
17837,2,1,119.8,5,3,1,531,Potential Loyalists
17838,131,1,752.14,1,3,4,134,At-Risk
17841,1,50,12225.39,5,5,5,555,Champions
17843,142,1,205.48,1,3,1,131,At-Risk
17848,8,4,435.63,5,5,3,553,Champions
17849,57,4,605.8,3,5,3,353,Loyal Customers
17854,24,2,311.26,4,4,2,442,Loyal Customers
17856,72,3,1142.63,2,5,4,254,Cannot Lose Them
17857,11,9,8374.58,5,5,5,555,Champions
17858,7,5,1547.35,5,5,5,555,Champions
17859,143,1,148.21,1,3,1,131,At-Risk
17861,92,2,457.98,2,4,3,243,At-Risk
17862,162,1,330.9,1,3,2,132,At-Risk
17863,93,2,987.18,2,4,4,244,At-Risk
17864,114,1,208.41,1,3,2,132,At-Risk
17865,15,6,3183.83,5,5,5,555,Champions
17867,42,2,604.05,3,4,3,343,Loyal Customers
17869,54,2,96.64,3,4,1,341,Loyal Customers
17871,43,1,155.9,3,3,1,331,Need Attention
17873,23,3,1371.97,4,5,5,455,Loyal Customers
17874,24,6,683.46,4,5,4,454,Loyal Customers
17877,9,1,237.61,5,3,2,532,Potential Loyalists
17879,12,1,178.52,5,3,1,531,Potential Loyalists
17881,143,1,133.35,1,3,1,131,At-Risk
17883,85,1,119.35,2,3,1,231,At-Risk
17884,150,1,278.22,1,3,2,132,At-Risk
17886,49,2,396.26,3,4,3,343,Loyal Customers
17888,51,2,149.35,3,4,1,341,Loyal Customers
17889,51,2,203.87,3,4,1,341,Loyal Customers
17890,161,1,125.13,1,3,1,131,At-Risk
17891,1,1,203.86,5,3,1,531,Potential Loyalists
17893,64,1,112.25,2,3,1,231,At-Risk
17894,124,2,352.0,1,4,2,142,At-Risk
17897,11,1,131.98,5,3,1,531,Potential Loyalists
17898,46,1,99.84,3,3,1,331,Need Attention
17900,29,2,112.2,4,4,1,441,Loyal Customers
17906,86,1,72.9,2,3,1,231,At-Risk
17912,149,1,21.6,1,3,1,131,At-Risk
17917,95,1,119.55,2,3,1,231,At-Risk
17920,39,3,837.68,3,5,4,354,Loyal Customers
17921,1,2,442.46,5,4,3,543,Champions
17923,121,1,207.5,1,3,2,132,At-Risk
17924,140,1,223.2,1,3,2,132,At-Risk
17926,42,1,211.73,3,3,2,332,Need Attention
17928,85,1,78.26,2,3,1,231,At-Risk
17929,93,2,435.0,2,4,3,243,At-Risk
17930,1,2,694.14,5,4,4,544,Champions
17931,94,1,297.2,2,3,2,232,At-Risk
17932,12,2,934.51,5,4,4,544,Champions
17937,96,2,1173.6,2,4,4,244,At-Risk
17940,3,7,3677.44,5,5,5,555,Champions
17946,72,2,149.58,2,4,1,241,At-Risk
17949,1,20,29007.98,5,5,5,555,Champions
17954,1,7,1520.52,5,5,5,555,Champions
17955,37,4,557.3,4,5,3,453,Loyal Customers
17956,88,1,12.75,2,3,1,231,At-Risk
17960,10,1,73.78,5,3,1,531,Potential Loyalists
17961,8,22,398.7,5,5,3,553,Champions
17965,3,5,1313.29,5,5,5,555,Champions
17966,23,2,283.5,4,4,2,442,Loyal Customers
17969,5,1,103.0,5,3,1,531,Potential Loyalists
17970,50,1,582.59,3,3,3,333,Need Attention
17972,80,1,136.04,2,3,1,231,At-Risk
17974,58,1,172.77,3,3,1,331,Need Attention
17975,31,5,2159.63,4,5,5,455,Loyal Customers
17979,7,3,504.54,5,5,3,553,Champions
17980,4,2,516.25,5,4,3,543,Champions
17987,24,1,198.57,4,3,1,431,Potential Loyalists
17988,165,1,64.99,1,3,1,131,At-Risk
17990,75,1,314.84,2,3,2,232,At-Risk
17991,64,2,93.35,2,4,1,241,At-Risk
17994,28,3,557.78,4,5,3,453,Loyal Customers
17995,120,1,76.1,1,3,1,131,At-Risk
17997,3,1,322.53,5,3,2,532,Potential Loyalists
18008,42,7,2065.41,3,5,5,355,Loyal Customers
18009,74,1,257.34,2,3,2,232,At-Risk
18010,95,1,174.8,2,3,1,231,At-Risk
18016,25,2,332.11,4,4,2,442,Loyal Customers
18017,8,2,344.0,5,4,2,542,Champions
18018,38,1,37.45,3,3,1,331,Need Attention
18032,173,1,73.5,1,3,1,131,At-Risk
18036,84,1,110.8,2,3,1,231,At-Risk
18037,64,4,29.52,2,5,1,251,Cannot Lose Them
18040,84,1,239.0,2,3,2,232,At-Risk
18041,22,11,2101.72,4,5,5,455,Loyal Customers
18043,45,1,135.35,3,3,1,331,Need Attention
18044,5,6,1031.28,5,5,4,554,Champions
18048,42,2,172.29,3,4,1,341,Loyal Customers
18055,42,3,1611.41,3,5,5,355,Loyal Customers
18056,127,1,363.65,1,3,3,133,At-Risk
18061,21,5,933.21,4,5,4,454,Loyal Customers
18062,12,3,720.52,5,5,4,554,Champions
18064,74,1,408.0,2,3,3,233,At-Risk
18065,22,6,1067.13,4,5,4,454,Loyal Customers
18068,128,1,101.7,1,3,1,131,At-Risk
18069,19,3,993.87,4,5,4,454,Loyal Customers
18071,96,1,194.05,2,3,1,231,At-Risk
18072,24,1,247.44,4,3,2,432,Potential Loyalists
18073,4,7,1381.28,5,5,5,555,Champions
18075,2,6,1354.0,5,5,5,555,Champions
18077,12,3,716.94,5,5,4,554,Champions
18078,56,2,336.13,3,4,2,342,Loyal Customers
18079,77,1,1612.83,2,3,5,235,At-Risk
18080,81,1,841.5,2,3,4,234,At-Risk
18085,169,1,386.05,1,3,3,133,At-Risk
18086,113,1,101.34,1,3,1,131,At-Risk
18087,129,1,3202.92,1,3,5,135,At-Risk
18092,23,4,1817.4,4,5,5,455,Loyal Customers
18093,136,2,1117.52,1,4,4,144,At-Risk
18094,57,3,1777.2,3,5,5,355,Loyal Customers
18095,151,2,580.05,1,4,3,143,At-Risk
18097,44,2,1274.04,3,4,4,344,Loyal Customers
18102,17,16,78766.94,4,5,5,455,Loyal Customers
18106,168,1,430.7,1,3,3,133,At-Risk
18108,93,1,271.0,2,3,2,232,At-Risk
18109,12,11,2689.59,5,5,5,555,Champions
18112,5,1,196.64,5,3,1,531,Potential Loyalists
18114,129,1,220.1,1,3,2,132,At-Risk
18116,73,4,588.9,2,5,3,253,Cannot Lose Them
18118,7,15,3335.07,5,5,5,555,Champions
18120,53,1,111.15,3,3,1,331,Need Attention
18125,40,3,945.14,3,5,4,354,Loyal Customers
18129,82,1,112.55,2,3,1,231,At-Risk
18133,51,1,931.5,3,3,4,334,Need Attention
18135,29,1,109.82,4,3,1,431,Potential Loyalists
18136,50,2,600.85,3,4,3,343,Loyal Customers
18138,134,1,152.65,1,3,1,131,At-Risk
18142,54,1,282.48,3,3,2,332,Need Attention
18144,51,5,1103.0,3,5,4,354,Loyal Customers
18145,43,2,1023.78,3,4,4,344,Loyal Customers
18146,59,1,76.65,3,3,1,331,Need Attention
18149,54,2,549.68,3,4,3,343,Loyal Customers
18150,40,1,227.58,3,3,2,332,Need Attention
18151,128,1,312.55,1,3,2,132,At-Risk
18155,9,2,266.56,5,4,2,542,Champions
18159,140,1,530.15,1,3,3,133,At-Risk
18160,39,1,318.55,3,3,2,332,Need Attention
18161,91,2,546.32,2,4,3,243,At-Risk
18165,16,1,302.46,5,3,2,532,Potential Loyalists
18168,15,4,720.0,5,5,4,554,Champions
18170,56,1,304.21,3,3,2,332,Need Attention
18171,1,3,684.42,5,5,4,554,Champions
18172,50,7,3720.16,3,5,5,355,Loyal Customers
18173,38,3,1728.84,3,5,5,355,Loyal Customers
18177,43,4,713.65,3,5,4,354,Loyal Customers
18178,58,2,799.29,3,4,4,344,Loyal Customers
18179,91,4,1103.16,2,5,4,254,Cannot Lose Them
18183,66,2,632.07,2,4,3,243,At-Risk
18185,88,1,304.25,2,3,2,232,At-Risk
18188,129,1,426.6,1,3,3,133,At-Risk
18189,106,1,633.1,2,3,3,233,At-Risk
18190,31,2,284.46,4,4,2,442,Loyal Customers
18191,100,1,207.8,2,3,2,232,At-Risk
18193,4,1,243.76,5,3,2,532,Potential Loyalists
18196,129,1,450.78,1,3,3,133,At-Risk
18198,8,12,3812.31,5,5,5,555,Champions
18202,38,3,1396.99,3,5,5,355,Loyal Customers
18204,31,1,549.43,4,3,3,433,Potential Loyalists
18210,106,1,142.4,2,3,1,231,At-Risk
18211,117,1,137.9,1,3,1,131,At-Risk
18212,165,1,248.42,1,3,2,132,At-Risk
18213,75,1,232.48,2,3,2,232,At-Risk
18218,50,2,662.08,3,4,3,343,Loyal Customers
18219,7,5,791.22,5,5,4,554,Champions
18220,65,1,305.28,2,3,2,232,At-Risk
18221,23,2,537.01,4,4,3,443,Loyal Customers
18223,11,8,2631.65,5,5,5,555,Champions
18224,102,1,158.95,2,3,1,231,At-Risk
18225,43,4,1638.07,3,5,5,355,Loyal Customers
18226,24,6,2600.34,4,5,5,455,Loyal Customers
18227,56,1,93.75,3,3,1,331,Need Attention
18229,10,8,2967.04,5,5,5,555,Champions
18230,12,4,1643.28,5,5,5,555,Champions
18231,31,5,2083.27,4,5,5,455,Loyal Customers
18232,31,2,370.98,4,4,3,443,Loyal Customers
18233,164,1,440.0,1,3,3,133,At-Risk
